symbol,Short Name,Long Name,GICS Sector,GICS Sub-Industry,Headquarters Location
KIM,Kimco Realty Corporation (HC),Kimco Realty Corporation,Real Estate,Retail REITs,"Jericho, New York"
KMI,"Kinder Morgan, Inc.","Kinder Morgan, Inc.",Energy,Oil & Gas Storage & Transportation,"Houston, Texas"
KKR,KKR & Co. Inc.,KKR & Co. Inc.,Financials,Asset Management & Custody Banks,"New York City, New York"
KLAC,KLA Corporation,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,"Milpitas, California"
KHC,The Kraft Heinz Company,The Kraft Heinz Company,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania"
KR,Kroger Company (The),The Kroger Co.,Consumer Staples,Food Retail,"Cincinnati, Ohio"
LHX,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,"Melbourne, Florida"
LH,Labcorp Holdings Inc.,Labcorp Holdings Inc.,Health Care,Health Care Services,"Burlington, North Carolina"
LRCX,Lam Research Corporation,Lam Research Corporation,Information Technology,Semiconductor Materials & Equipment,"Fremont, California"
LW,"Lamb Weston Holdings, Inc.","Lamb Weston Holdings, Inc.",Consumer Staples,Packaged Foods & Meats,"Eagle, Idaho"
LVS,Las Vegas Sands Corp.,Las Vegas Sands Corp.,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada"
LDOS,"Leidos Holdings, Inc.","Leidos Holdings, Inc.",Industrials,Diversified Support Services,"Reston, Virginia"
LEN,Lennar Corporation,Lennar Corporation,Consumer Discretionary,Homebuilding,"Miami, Florida"
LII,"Lennox International, Inc.",Lennox International Inc.,Industrials,Building Products,"Richardson, Texas"
LLY,Eli Lilly and Company,Eli Lilly and Company,Health Care,Pharmaceuticals,"Indianapolis, Indiana"
LIN,Linde plc,Linde plc,Materials,Industrial Gases,"Guildford, United Kingdom"
LYV,"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc.",Communication Services,Movies & Entertainment,"Beverly Hills, California"
LKQ,LKQ Corporation,LKQ Corporation,Consumer Discretionary,Distributors,"Nashville, Tennessee"
LMT,Lockheed Martin Corporation,Lockheed Martin Corporation,Industrials,Aerospace & Defense,"Bethesda, Maryland"
L,Loews Corporation,Loews Corporation,Financials,Multi-line Insurance,"New York City, New York"
LOW,"Lowe's Companies, Inc.","Lowe's Companies, Inc.",Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina"
LULU,lululemon athletica inc.,lululemon athletica inc.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Vancouver, Canada"
LYB,LyondellBasell Industries NV,LyondellBasell Industries N.V.,Materials,Specialty Chemicals,"Rotterdam, Netherlands"
MTB,M&T Bank Corporation,M&T Bank Corporation,Financials,Regional Banks,"Buffalo, New York"
MPC,Marathon Petroleum Corporation,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,"Findlay, Ohio"
MAR,Marriott International,"Marriott International, Inc.",Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland"
MMC,"Marsh & McLennan Companies, Inc","Marsh & McLennan Companies, Inc.",Financials,Insurance Brokers,"New York City, New York"
MLM,"Martin Marietta Materials, Inc.","Martin Marietta Materials, Inc.",Materials,Construction Materials,"Raleigh, North Carolina"
MAS,Masco Corporation,Masco Corporation,Industrials,Building Products,"Livonia, Michigan"
MA,Mastercard Incorporated,Mastercard Incorporated,Financials,Transaction & Payment Processing Services,"Harrison, New York"
MTCH,"Match Group, Inc.","Match Group, Inc.",Communication Services,Interactive Media & Services,"Dallas, Texas"
MKC,"McCormick & Company, Incorporat","McCormick & Company, Incorporated",Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland"
MCD,McDonald's Corporation,McDonald's Corporation,Consumer Discretionary,Restaurants,"Chicago, Illinois"
MCK,McKesson Corporation,McKesson Corporation,Health Care,Health Care Distributors,"Irving, Texas"
MDT,Medtronic plc.,Medtronic plc,Health Care,Health Care Equipment,"Dublin, Ireland"
MRK,"Merck & Company, Inc.","Merck & Co., Inc.",Health Care,Pharmaceuticals,"Kenilworth, New Jersey"
META,"Meta Platforms, Inc.","Meta Platforms, Inc.",Communication Services,Interactive Media & Services,"Menlo Park, California"
MET,"MetLife, Inc.","MetLife, Inc.",Financials,Life & Health Insurance,"New York City, New York"
MTD,"Mettler-Toledo International, I",Mettler-Toledo International Inc.,Health Care,Life Sciences Tools & Services,"Columbus, Ohio"
MGM,MGM Resorts International,MGM Resorts International,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada"
MCHP,Microchip Technology Incorporat,Microchip Technology Incorporated,Information Technology,Semiconductors,"Chandler, Arizona"
MU,"Micron Technology, Inc.","Micron Technology, Inc.",Information Technology,Semiconductors,"Boise, Idaho"
MSFT,Microsoft Corporation,Microsoft Corporation,Information Technology,Systems Software,"Redmond, Washington"
MAA,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",Real Estate,Multi-Family Residential REITs,"Memphis, Tennessee"
MRNA,"Moderna, Inc.","Moderna, Inc.",Health Care,Biotechnology,"Cambridge, Massachusetts"
MHK,"Mohawk Industries, Inc.","Mohawk Industries, Inc.",Consumer Discretionary,Home Furnishings,"Calhoun, Georgia"
MOH,Molina Healthcare Inc,"Molina Healthcare, Inc.",Health Care,Managed Health Care,"Long Beach, California"
TAP,Molson Coors Beverage Company,Molson Coors Beverage Company,Consumer Staples,Brewers,"Chicago, Illinois"
MDLZ,"Mondelez International, Inc.","Mondelez International, Inc.",Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois"
MPWR,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc.",Information Technology,Semiconductors,"Kirkland, Washington"
MNST,Monster Beverage Corporation,Monster Beverage Corporation,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Corona, California"
MCO,Moody's Corporation,Moody's Corporation,Financials,Financial Exchanges & Data,"New York City, New York"
MS,Morgan Stanley,Morgan Stanley,Financials,Investment Banking & Brokerage,"New York City, New York"
MOS,Mosaic Company (The),The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida"
MSI,"Motorola Solutions, Inc.","Motorola Solutions, Inc.",Information Technology,Communications Equipment,"Chicago, Illinois"
MSCI,MSCI Inc.,MSCI Inc.,Financials,Financial Exchanges & Data,"New York City, New York"
NDAQ,"Nasdaq, Inc.","Nasdaq, Inc.",Financials,Financial Exchanges & Data,"New York City, New York"
NTAP,"NetApp, Inc.","NetApp, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California"
NFLX,"Netflix, Inc.","Netflix, Inc.",Communication Services,Movies & Entertainment,"Los Gatos, California"
NEM,Newmont Corporation,Newmont Corporation,Materials,Gold,"Denver, Colorado"
NWSA,News Corporation,News Corporation,Communication Services,Publishing,"New York City, New York"
NWS,News Corporation,News Corporation,Communication Services,Publishing,"New York City, New York"
NEE,"NextEra Energy, Inc.","NextEra Energy, Inc.",Utilities,Multi-Utilities,"Juno Beach, Florida"
NKE,"Nike, Inc.","NIKE, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon"
NI,NiSource Inc,NiSource Inc.,Utilities,Multi-Utilities,"Merrillville, Indiana"
NDSN,Nordson Corporation,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,"Westlake, Ohio"
NSC,Norfolk Southern Corporation,Norfolk Southern Corporation,Industrials,Rail Transportation,"Atlanta, Georgia"
NTRS,Northern Trust Corporation,Northern Trust Corporation,Financials,Asset Management & Custody Banks,"Chicago, Illinois"
NOC,Northrop Grumman Corporation,Northrop Grumman Corporation,Industrials,Aerospace & Defense,"West Falls Church, Virginia[3]"
NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami-Dade County, Florida[4]"
NRG,"NRG Energy, Inc.","NRG Energy, Inc.",Utilities,Independent Power Producers & Energy Traders,"Houston, Texas"
NUE,Nucor Corporation,Nucor Corporation,Materials,Steel,"Charlotte, North Carolina"
NVDA,NVIDIA Corporation,NVIDIA Corporation,Information Technology,Semiconductors,"Santa Clara, California"
NVR,"NVR, Inc.","NVR, Inc.",Consumer Discretionary,Homebuilding,"Reston, Virginia"
NXPI,NXP Semiconductors N.V.,NXP Semiconductors N.V.,Information Technology,Semiconductors,"Eindhoven, Netherlands"
ORLY,"O'Reilly Automotive, Inc.","O'Reilly Automotive, Inc.",Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
OXY,Occidental Petroleum Corporatio,Occidental Petroleum Corporation,Energy,Oil & Gas Exploration & Production,"Houston, Texas"
ODFL,"Old Dominion Freight Line, Inc.","Old Dominion Freight Line, Inc.",Industrials,Cargo Ground Transportation,"Thomasville, North Carolina"
OMC,Omnicom Group Inc.,Omnicom Group Inc.,Communication Services,Advertising,"New York City, New York"
ON,ON Semiconductor Corporation,ON Semiconductor Corporation,Information Technology,Semiconductors,"Phoenix, Arizona"
OKE,"ONEOK, Inc.","ONEOK, Inc.",Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma"
ORCL,Oracle Corporation,Oracle Corporation,Information Technology,Application Software,"Austin, Texas"
OTIS,Otis Worldwide Corporation,Otis Worldwide Corporation,Industrials,Industrial Machinery & Supplies & Components,"Farmington, Connecticut"
PCAR,PACCAR Inc.,PACCAR Inc,Industrials,Construction Machinery & Heavy Transportation Equipment,"Bellevue, Washington"
PKG,Packaging Corporation of Americ,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,"Lake Forest, Illinois"
PLTR,Palantir Technologies Inc.,Palantir Technologies Inc.,Information Technology,Application Software,"Denver, Colorado"
PANW,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc.",Information Technology,Systems Software,"Santa Clara, California"
PSKY,Paramount Skydance Corporation,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,"Los Angeles, California"
PH,Parker-Hannifin Corporation,Parker-Hannifin Corporation,Industrials,Industrial Machinery & Supplies & Components,"Cleveland, Ohio"
PAYX,"Paychex, Inc.","Paychex, Inc.",Industrials,Human Resource & Employment Services,"Penfield, New York"
PAYC,"Paycom Software, Inc.","Paycom Software, Inc.",Industrials,Human Resource & Employment Services,"Oklahoma City, Oklahoma"
PYPL,"PayPal Holdings, Inc.","PayPal Holdings, Inc.",Financials,Transaction & Payment Processing Services,"San Jose, California"
PNR,Pentair plc.,Pentair plc,Industrials,Industrial Machinery & Supplies & Components,"Worsley, United Kingdom"
PEP,"Pepsico, Inc.","PepsiCo, Inc.",Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Purchase, New York"
PFE,"Pfizer, Inc.",Pfizer Inc.,Health Care,Pharmaceuticals,"New York City, New York"
PCG,Pacific Gas & Electric Co.,PG&E Corporation,Utilities,Multi-Utilities,"Oakland, California"
PM,Philip Morris International Inc,Philip Morris International Inc.,Consumer Staples,Tobacco,"New York City, New York"
PSX,Phillips 66,Phillips 66,Energy,Oil & Gas Refining & Marketing,"Houston, Texas"
PNW,Pinnacle West Capital Corporati,Pinnacle West Capital Corporation,Utilities,Multi-Utilities,"Phoenix, Arizona"
PNC,"PNC Financial Services Group, I","The PNC Financial Services Group, Inc.",Financials,Diversified Banks,"Pittsburgh, Pennsylvania"
POOL,Pool Corporation,Pool Corporation,Consumer Discretionary,Distributors,"Covington, Louisiana"
PPG,"PPG Industries, Inc.","PPG Industries, Inc.",Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania"
PPL,PPL Corporation,PPL Corporation,Utilities,Electric Utilities,"Allentown, Pennsylvania"
PFG,Principal Financial Group Inc,"Principal Financial Group, Inc.",Financials,Life & Health Insurance,"Des Moines, Iowa"
PG,Procter & Gamble Company (The),The Procter & Gamble Company,Consumer Staples,Personal Care Products,"Cincinnati, Ohio"
PGR,Progressive Corporation (The),The Progressive Corporation,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio"
PLD,"Prologis, Inc.","Prologis, Inc.",Real Estate,Industrial REITs,"San Francisco, California"
PRU,"Prudential Financial, Inc.","Prudential Financial, Inc.",Financials,Life & Health Insurance,"Newark, New Jersey"
PEG,Public Service Enterprise Group,Public Service Enterprise Group Incorporated,Utilities,Electric Utilities,"Newark, New Jersey"
PTC,PTC Inc.,PTC Inc.,Information Technology,Application Software,"Boston, Massachusetts"
PSA,Public Storage,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California"
PHM,"PulteGroup, Inc.","PulteGroup, Inc.",Consumer Discretionary,Homebuilding,"Atlanta, Georgia"
PWR,"Quanta Services, Inc.","Quanta Services, Inc.",Industrials,Construction & Engineering,"Houston, Texas"
QCOM,QUALCOMM Incorporated,QUALCOMM Incorporated,Information Technology,Semiconductors,"San Diego, California"
DGX,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Health Care,Health Care Services,"Secaucus, New Jersey"
RL,Ralph Lauren Corporation,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York"
RJF,"Raymond James Financial, Inc.","Raymond James Financial, Inc.",Financials,Investment Banking & Brokerage,"St. Petersburg, Florida"
RTX,RTX Corporation,RTX Corporation,Industrials,Aerospace & Defense,"Waltham, Massachusetts"
O,Realty Income Corporation,Realty Income Corporation,Real Estate,Retail REITs,"San Diego, California"
REG,Regency Centers Corporation,Regency Centers Corporation,Real Estate,Retail REITs,"Jacksonville, Florida"
REGN,"Regeneron Pharmaceuticals, Inc.","Regeneron Pharmaceuticals, Inc.",Health Care,Biotechnology,"Tarrytown, New York"
RF,Regions Financial Corporation,Regions Financial Corporation,Financials,Regional Banks,"Birmingham, Alabama"
RSG,"Republic Services, Inc.","Republic Services, Inc.",Industrials,Environmental & Facilities Services,"Phoenix, Arizona"
RMD,ResMed Inc.,ResMed Inc.,Health Care,Health Care Equipment,"San Diego, California"
RVTY,"Revvity, Inc.","Revvity, Inc.",Health Care,Health Care Equipment,"Waltham, Massachusetts"
HOOD,"Robinhood Markets, Inc.","Robinhood Markets, Inc.",Financials,Investment Banking & Brokerage,"Menlo Park, California"
ROK,"Rockwell Automation, Inc.","Rockwell Automation, Inc.",Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin"
ROL,"Rollins, Inc.","Rollins, Inc.",Industrials,Environmental & Facilities Services,"Atlanta, Georgia"
ROP,"Roper Technologies, Inc.","Roper Technologies, Inc.",Information Technology,Electronic Equipment & Instruments,"Sarasota, Florida"
ROST,"Ross Stores, Inc.","Ross Stores, Inc.",Consumer Discretionary,Apparel Retail,"Dublin, California"
RCL,Royal Caribbean Cruises Ltd.,Royal Caribbean Cruises Ltd.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida"
SPGI,S&P Global Inc.,S&P Global Inc.,Financials,Financial Exchanges & Data,"New York City, New York"
CRM,"Salesforce, Inc.","Salesforce, Inc.",Information Technology,Application Software,"San Francisco, California"
SBAC,SBA Communications Corporation,SBA Communications Corporation,Real Estate,Telecom Tower REITs,"Boca Raton, Florida"
SLB,SLB Limited,SLB N.V.,Energy,Oil & Gas Equipment & Services,"Houston, Texas"
STX,Seagate Technology Holdings PLC,Seagate Technology Holdings plc,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland"
SRE,DBA Sempra,Sempra,Utilities,Multi-Utilities,"San Diego, California"
NOW,"ServiceNow, Inc.","ServiceNow, Inc.",Information Technology,Systems Software,"Santa Clara, California"
SHW,Sherwin-Williams Company (The),The Sherwin-Williams Company,Materials,Specialty Chemicals,"Cleveland, Ohio"
SPG,"Simon Property Group, Inc.","Simon Property Group, Inc.",Real Estate,Retail REITs,"Indianapolis, Indiana"
SWKS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",Information Technology,Semiconductors,"Irvine, California"
SJM,The J.M. Smucker Company,The J. M. Smucker Company,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio"
SW,Smurfit WestRock plc,Smurfit Westrock Plc,Materials,Paper & Plastic Packaging Products & Materials,"Dublin, Ireland"
SNA,Snap-On Incorporated,Snap-on Incorporated,Industrials,Industrial Machinery & Supplies & Components,"Kenosha, Wisconsin"
SOLV,Solventum Corporation,Solventum Corporation,Health Care,Health Care Technology,"Saint Paul, Minnesota"
SO,Southern Company (The),The Southern Company,Utilities,Electric Utilities,"Atlanta, Georgia"
LUV,Southwest Airlines Company,Southwest Airlines Co.,Industrials,Passenger Airlines,"Dallas, Texas"
SWK,"Stanley Black & Decker, Inc.","Stanley Black & Decker, Inc.",Industrials,Industrial Machinery & Supplies & Components,"New Britain, Connecticut"
SBUX,Starbucks Corporation,Starbucks Corporation,Consumer Discretionary,Restaurants,"Seattle, Washington"
STT,State Street Corporation,State Street Corporation,Financials,Asset Management & Custody Banks,"Boston, Massachusetts"
STLD,"Steel Dynamics, Inc.","Steel Dynamics, Inc.",Materials,Steel,"Fort Wayne, Indiana"
STE,STERIS plc (Ireland),STERIS plc,Health Care,Health Care Equipment,"Dublin, Ireland"
SYK,Stryker Corporation,Stryker Corporation,Health Care,Health Care Equipment,"Kalamazoo, Michigan"
SMCI,"Super Micro Computer, Inc.","Super Micro Computer, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California"
SYF,Synchrony Financial,Synchrony Financial,Financials,Consumer Finance,"Stamford, Connecticut"
SNPS,"Synopsys, Inc.","Synopsys, Inc.",Information Technology,Application Software,"Sunnyvale, California"
SYY,Sysco Corporation,Sysco Corporation,Consumer Staples,Food Distributors,"Houston, Texas"
TMUS,"T-Mobile US, Inc.","T-Mobile US, Inc.",Communication Services,Wireless Telecommunication Services,"Bellevue, Washington"
TROW,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc.",Financials,Asset Management & Custody Banks,"Baltimore, Maryland"
TTWO,"Take-Two Interactive Software, ","Take-Two Interactive Software, Inc.",Communication Services,Interactive Home Entertainment,"New York City, New York"
TPR,"Tapestry, Inc.","Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York"
TRGP,"Targa Resources, Inc.",Targa Resources Corp.,Energy,Oil & Gas Storage & Transportation,"Houston, Texas"
TGT,Target Corporation,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,"Minneapolis, Minnesota"
TEL,TE Connectivity plc,TE Connectivity plc,Information Technology,Electronic Manufacturing Services,"Galway, Ireland"
TDY,Teledyne Technologies Incorpora,Teledyne Technologies Incorporated,Information Technology,Electronic Equipment & Instruments,"Thousand Oaks, California"
TER,"Teradyne, Inc.","Teradyne, Inc.",Information Technology,Semiconductor Materials & Equipment,"North Reading, Massachusetts"
TSLA,"Tesla, Inc.","Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,"Austin, Texas"
TXN,Texas Instruments Incorporated,Texas Instruments Incorporated,Information Technology,Semiconductors,"Dallas, Texas"
TPL,Texas Pacific Land Corporation,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,"Dallas, Texas"
TXT,Textron Inc.,Textron Inc.,Industrials,Aerospace & Defense,"Providence, Rhode Island"
TMO,Thermo Fisher Scientific Inc,Thermo Fisher Scientific Inc.,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts"
TJX,"TJX Companies, Inc. (The)","The TJX Companies, Inc.",Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts"
TKO,"TKO Group Holdings, Inc.","TKO Group Holdings, Inc.",Communication Services,Movies & Entertainment,"New York City, New York"
TTD,"The Trade Desk, Inc.","The Trade Desk, Inc.",Communication Services,Advertising,"Ventura, California"
TSCO,Tractor Supply Company,Tractor Supply Company,Consumer Discretionary,Other Specialty Retail,"Brentwood, Tennessee"
TT,Trane Technologies plc,Trane Technologies plc,Industrials,Building Products,"Dublin, Ireland"
TDG,Transdigm Group Incorporated,TransDigm Group Incorporated,Industrials,Aerospace & Defense,"Cleveland, Ohio"
TRV,"The Travelers Companies, Inc.","The Travelers Companies, Inc.",Financials,Property & Casualty Insurance,"New York City, New York"
TRMB,Trimble Inc.,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,"Westminster, Colorado"
TFC,Truist Financial Corporation,Truist Financial Corporation,Financials,Diversified Banks,"Charlotte, North Carolina"
TYL,"Tyler Technologies, Inc.","Tyler Technologies, Inc.",Information Technology,Application Software,"Plano, Texas"
TSN,"Tyson Foods, Inc.","Tyson Foods, Inc.",Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas"
USB,U.S. Bancorp,U.S. Bancorp,Financials,Diversified Banks,"Minneapolis, Minnesota"
UBER,"Uber Technologies, Inc.","Uber Technologies, Inc.",Industrials,Passenger Ground Transportation,"San Francisco, California"
UDR,"UDR, Inc.","UDR, Inc.",Real Estate,Multi-Family Residential REITs,"Highlands Ranch, Colorado"
ULTA,"Ulta Beauty, Inc.","Ulta Beauty, Inc.",Consumer Discretionary,Other Specialty Retail,"Bolingbrook, Illinois"
UNP,Union Pacific Corporation,Union Pacific Corporation,Industrials,Rail Transportation,"Omaha, Nebraska"
UAL,"United Airlines Holdings, Inc.","United Airlines Holdings, Inc.",Industrials,Passenger Airlines,"Chicago, Illinois"
UPS,"United Parcel Service, Inc.","United Parcel Service, Inc.",Industrials,Air Freight & Logistics,"Sandy Springs, Georgia"
URI,"United Rentals, Inc.","United Rentals, Inc.",Industrials,Trading Companies & Distributors,"Stamford, Connecticut"
UNH,UnitedHealth Group Incorporated,UnitedHealth Group Incorporated,Health Care,Managed Health Care,"Eden Prairie, Minnesota"
UHS,"Universal Health Services, Inc.","Universal Health Services, Inc.",Health Care,Health Care Facilities,"King of Prussia, Pennsylvania"
VLO,Valero Energy Corporation,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas"
VTR,"Ventas, Inc.","Ventas, Inc.",Real Estate,Health Care REITs,"Chicago, Illinois"
VLTO,Veralto Corp,Veralto Corporation,Industrials,Environmental & Facilities Services,"Waltham, Massachusetts"
VRSN,"VeriSign, Inc.","VeriSign, Inc.",Information Technology,Internet Services & Infrastructure,"Reston, Virginia"
VRSK,"Verisk Analytics, Inc.","Verisk Analytics, Inc.",Industrials,Research & Consulting Services,"Jersey City, New Jersey"
VZ,Verizon Communications Inc.,Verizon Communications Inc.,Communication Services,Integrated Telecommunication Services,"New York City, New York"
VRTX,Vertex Pharmaceuticals Incorpor,Vertex Pharmaceuticals Incorporated,Health Care,Biotechnology,"Boston, Massachusetts"
VTRS,Viatris Inc.,Viatris Inc.,Health Care,Pharmaceuticals,"Pittsburgh, Pennsylvania"
VICI,VICI Properties Inc.,VICI Properties Inc.,Real Estate,Hotel & Resort REITs,"New York City, New York"
V,Visa Inc.,Visa Inc.,Financials,Transaction & Payment Processing Services,"San Francisco, California"
VST,Vistra Corp.,Vistra Corp.,Utilities,Electric Utilities,"Irving, Texas"
VMC,Vulcan Materials Company (Holdi,Vulcan Materials Company,Materials,Construction Materials,"Birmingham, Alabama"
WRB,W.R. Berkley Corporation,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,"Greenwich, Connecticut"
GWW,"W.W. Grainger, Inc.","W.W. Grainger, Inc.",Industrials,Industrial Machinery & Supplies & Components,"Lake Forest, Illinois"
WAB,Westinghouse Air Brake Technolo,Westinghouse Air Brake Technologies Corporation,Industrials,Construction Machinery & Heavy Transportation Equipment,"Pittsburgh, Pennsylvania"
WMT,Walmart Inc.,Walmart Inc.,Consumer Staples,Consumer Staples Merchandise Retail,"Bentonville, Arkansas"
DIS,Walt Disney Company (The),The Walt Disney Company,Communication Services,Movies & Entertainment,"Burbank, California"
WBD,"Warner Bros. Discovery, Inc. - ","Warner Bros. Discovery, Inc.",Communication Services,Broadcasting,"New York City, New York"
WM,"Waste Management, Inc.","Waste Management, Inc.",Industrials,Environmental & Facilities Services,"Houston, Texas"
WAT,Waters Corporation,Waters Corporation,Health Care,Life Sciences Tools & Services,"Milford, Massachusetts"
WEC,"WEC Energy Group, Inc.","WEC Energy Group, Inc.",Utilities,Electric Utilities,"Milwaukee, Wisconsin"
WFC,Wells Fargo & Company,Wells Fargo & Company,Financials,Diversified Banks,"San Francisco, California"
WELL,Welltower Inc.,Welltower Inc.,Real Estate,Health Care REITs,"Toledo, Ohio"
WST,"West Pharmaceutical Services, I","West Pharmaceutical Services, Inc.",Health Care,Health Care Supplies,"Exton, Pennsylvania"
WDC,Western Digital Corporation,Western Digital Corporation,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California"
WY,Weyerhaeuser Company,Weyerhaeuser Company,Real Estate,Timber REITs,"Seattle, Washington"
WSM,"Williams-Sonoma, Inc.","Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,"San Francisco, California"
WMB,"Williams Companies, Inc. (The)","The Williams Companies, Inc.",Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma"
WTW,Willis Towers Watson Public Lim,Willis Towers Watson Public Limited Company,Financials,Insurance Brokers,"London, United Kingdom"
WDAY,"Workday, Inc.","Workday, Inc.",Information Technology,Application Software,"Pleasanton, California"
WYNN,"Wynn Resorts, Limited","Wynn Resorts, Limited",Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada"
XEL,Xcel Energy Inc.,Xcel Energy Inc.,Utilities,Multi-Utilities,"Minneapolis, Minnesota"
XYL,Xylem Inc.,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,"White Plains, New York"
YUM,"Yum! Brands, Inc.","Yum! Brands, Inc.",Consumer Discretionary,Restaurants,"Louisville, Kentucky"
ZBRA,Zebra Technologies Corporation,Zebra Technologies Corporation,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois"
ZBH,"Zimmer Biomet Holdings, Inc.","Zimmer Biomet Holdings, Inc.",Health Care,Health Care Equipment,"Warsaw, Indiana"
ZTS,Zoetis Inc.,Zoetis Inc.,Health Care,Pharmaceuticals,"Parsippany, New Jersey"
